DOUBLES (AABC) — HIT LOG (DATE SORTED) — QUALIFIED FAMILIES ONLY
Each row is one AABC hit in a stream. Member is boxkey4 (sorted digits). fixed_rank is 1–78 family stream rank.
Streams used: 76 (excluded: Maryland | Pick 4 Evening, Maryland | Pick 4 Midday) | Qualified families: 56
--------------------------------------------------------------------------------------------------------------------------------------------
DATE       FAM MEM  STREAM                                   FIX 60H 60/WK  90H 90/WK  180H 180/WK 
2023-02-13 146 1146 Pennsylvania - Pick 4 Day                 06 018   2.10 025   1.94  055    2.14
2023-02-13 236 2336 Idaho - Pick 4 Day                        62 018   2.10 029   2.26  047    1.83
2023-02-13 257 2257 California - Daily 4                      68 012   1.40 021   1.63  052    2.02
2023-02-13 278 2278 Virginia - Pick 4 Day                     26 028   3.27 037   2.88  057    2.22
2023-02-13 357 3557 Indiana - Daily 4 Midday                  24 020   2.33 030   2.33  059    2.29
2023-02-13 378 3378 Michigan - Daily 4 Evening                17 020   2.33 027   2.10  060    2.33
2023-02-13 567 5567 Massachusetts - Numbers Game Evening      55 019   2.22 028   2.18  043    1.67
2023-02-13 589 5899 Georgia - Cash 4 Midday                   20 014   1.63 026   2.02  054    2.10
2023-02-13 679 6779 Atlantic Canada - Lotto 4                 46 017   1.98 031   2.41  046    1.79
2023-02-14 018 0118 Illinois - Pick 4 Evening                 NA 023   2.68 034   2.64  061    2.37
2023-02-14 018 0188 Ohio - Pick 4 Midday                      NA 023   2.68 034   2.64  061    2.37
2023-02-14 023 0223 Oregon - Pick 4 10pm                      NA 013   1.52 023   1.79  052    2.02
2023-02-14 024 0224 Arkansas - Cash 4 Evening                 NA 015   1.75 024   1.87  052    2.02
2023-02-14 027 0027 Kentucky - Pick 4 Evening                 NA 020   2.33 029   2.26  051    1.98
2023-02-14 027 0277 South Carolina - Pick 4 Evening           NA 020   2.33 029   2.26  051    1.98
2023-02-14 048 0048 New Jersey - Pick 4 Midday                NA 021   2.45 031   2.41  059    2.29
2023-02-14 056 0056 Georgia - Cash 4 Midday                   NA 016   1.87 024   1.87  052    2.02
2023-02-14 067 0677 Tri-State (ME, NH & VT) - Pick 4 Day      NA 019   2.22 027   2.10  050    1.94
2023-02-14 135 1335 Oregon - Pick 4 7pm                       06 023   2.68 030   2.33  051    1.98
2023-02-14 179 1779 New York - Win 4 Evening                  24 016   1.87 025   1.94  053    2.06
2023-02-14 179 1779 Oregon - Pick 4 1pm                       08 016   1.87 025   1.94  053    2.06
2023-02-14 236 2336 Idaho - Pick 4 Day                        62 018   2.10 029   2.26  047    1.83
2023-02-14 236 2366 Ontario - Pick 4 Midday                   02 018   2.10 029   2.26  047    1.83
2023-02-14 245 2455 Wisconsin - Pick 4 Midday                 17 013   1.52 031   2.41  052    2.02
2023-02-14 249 2449 Tennessee - Cash 4 Morning                41 021   2.45 033   2.57  060    2.33
2023-02-14 257 2257 Connecticut - Play 4 Night                32 012   1.40 021   1.63  052    2.02
2023-02-14 348 3348 Missouri - Pick 4 Evening                 53 015   1.75 026   2.02  038    1.48
2023-02-14 378 3788 Puerto Rico - Pega 4 Día                  70 020   2.33 027   2.10  060    2.33
2023-02-14 489 4899 Rhode Island - Numbers Game Midday        23 019   2.22 029   2.26  054    2.10
2023-02-14 567 5677 Arkansas - Cash 4 Midday                  71 019   2.22 028   2.18  043    1.67
2023-02-14 789 7789 Georgia - Cash 4 Evening                  24 021   2.45 031   2.41  061    2.37
2023-02-14 789 7889 Québec - Quotidienne 4                    61 021   2.45 031   2.41  061    2.37
2023-02-15 025 0025 Massachusetts - Numbers Game Midday       NA 019   2.22 025   1.94  049    1.91
2023-02-15 027 0227 New Jersey - Pick 4 Midday                NA 020   2.33 029   2.26  051    1.98
2023-02-15 048 0488 Louisiana - Pick 4                        NA 021   2.45 031   2.41  059    2.29
2023-02-15 068 0688 Kentucky - Pick 4 Midday                  NA 023   2.68 037   2.88  057    2.22
2023-02-15 129 1299 Ohio - Pick 4 Evening                     31 025   2.92 029   2.26  045    1.75
2023-02-15 135 1335 Pennsylvania - Pick 4 Day                 04 023   2.68 030   2.33  051    1.98
2023-02-15 135 1355 Tennessee - Cash 4 Midday                 24 023   2.68 030   2.33  051    1.98
2023-02-15 149 1149 Arkansas - Cash 4 Evening                 67 018   2.10 025   1.94  043    1.67
2023-02-15 258 2258 New Mexico - Pick 4 Evening               02 020   2.33 032   2.49  052    2.02
2023-02-16 013 0113 Texas - Daily 4 Night                     NA 019   2.22 026   2.02  050    1.94
2023-02-16 046 0046 Florida - Pick 4 Midday                   NA 018   2.10 023   1.79  048    1.87
2023-02-16 056 0056 Michigan - Daily 4 Evening                NA 016   1.87 024   1.87  052    2.02
2023-02-16 068 0688 Kentucky - Pick 4 Midday                  NA 023   2.68 037   2.88  057    2.22
2023-02-16 135 1355 Georgia - Cash 4 Night                    66 023   2.68 030   2.33  051    1.98
2023-02-16 145 1445 Pennsylvania - Pick 4 Day                 02 014   1.63 026   2.02  049    1.91
2023-02-16 167 1167 North Carolina - Pick 4 Daytime           20 020   2.33 029   2.26  053    2.06
2023-02-16 179 1799 Michigan - Daily 4 Midday                 05 016   1.87 025   1.94  053    2.06
2023-02-16 238 2388 Massachusetts - Numbers Game Evening      52 019   2.22 030   2.33  047    1.83
2023-02-16 239 2339 Delaware - Play 4 Night                   17 014   1.63 023   1.79  052    2.02
2023-02-16 357 3557 Wisconsin - Pick 4 Evening                18 020   2.33 030   2.33  059    2.29
2023-02-16 389 3889 Oregon - Pick 4 10pm                      06 019   2.22 031   2.41  057    2.22
2023-02-16 589 5899 Oregon - Pick 4 1pm                       04 014   1.63 026   2.02  054    2.10
2023-02-16 789 7899 New Mexico - Pick 4 Evening               09 021   2.45 031   2.41  061    2.37
2023-02-17 016 0116 Tennessee - Cash 4 Morning                NA 025   2.92 031   2.41  055    2.14
2023-02-17 129 1129 Idaho - Pick 4 Day                        62 025   2.92 029   2.26  045    1.75
2023-02-17 135 1335 Massachusetts - Numbers Game Midday       29 023   2.68 030   2.33  051    1.98
2023-02-17 145 1445 Rhode Island - Numbers Game Midday        32 014   1.63 026   2.02  049    1.91
2023-02-17 169 1699 Pennsylvania - Pick 4 Day                 15 018   2.10 031   2.41  056    2.18
2023-02-17 179 1779 North Carolina - Pick 4 Evening           10 016   1.87 025   1.94  053    2.06
2023-02-17 239 2399 South Carolina - Pick 4 Evening           02 014   1.63 023   1.79  052    2.02
2023-02-17 246 2246 Florida - Pick 4 Midday                   56 021   2.45 027   2.10  050    1.94
2023-02-17 258 2558 Atlantic Canada - Lotto 4                 04 020   2.33 032   2.49  052    2.02
2023-02-17 278 2778 Québec - Quotidienne 4                    49 028   3.27 037   2.88  057    2.22
2023-02-17 348 3488 Tri-State (ME, NH & VT) - Pick 4 Day      45 015   1.75 026   2.02  038    1.48
2023-02-17 357 3577 Georgia - Cash 4 Evening                  21 020   2.33 030   2.33  059    2.29
2023-02-17 357 3357 North Carolina - Pick 4 Daytime           35 020   2.33 030   2.33  059    2.29
2023-02-17 489 4489 Illinois - Pick 4 Midday                  07 019   2.22 029   2.26  054    2.10
2023-02-18 013 0113 Oregon - Pick 4 10pm                      NA 019   2.22 026   2.02  050    1.94
2023-02-18 016 0016 Texas - Daily 4 Day                       NA 025   2.92 031   2.41  055    2.14
2023-02-18 028 0028 New Jersey - Pick 4 Midday                NA 017   1.98 033   2.57  054    2.10
2023-02-18 056 0056 Ohio - Pick 4 Evening                     NA 016   1.87 024   1.87  052    2.02
2023-02-18 135 1135 Western Canada - Pick 4                   71 023   2.68 030   2.33  051    1.98
2023-02-18 167 1167 Tennessee - Cash 4 Evening                24 020   2.33 029   2.26  053    2.06
2023-02-18 257 2577 Rhode Island - Numbers Game Evening       72 012   1.40 021   1.63  052    2.02
2023-02-18 278 2778 Virginia - Pick 4 Night                   54 028   3.27 037   2.88  057    2.22
2023-02-18 345 3455 West Virginia - Daily 4                   23 019   2.22 028   2.18  051    1.98
2023-02-18 456 4456 California - Daily 4                      68 022   2.57 030   2.33  052    2.02
2023-02-18 679 6779 Delaware - Play 4 Night                   38 017   1.98 031   2.41  046    1.79
2023-02-18 679 6799 Louisiana - Pick 4                        22 017   1.98 031   2.41  046    1.79
2023-02-18 789 7899 New York - Win 4 Midday                   08 021   2.45 031   2.41  061    2.37
2023-02-18 789 7899 North Carolina - Pick 4 Evening           03 021   2.45 031   2.41  061    2.37
2023-02-19 012 0122 New Jersey - Pick 4 Evening               NA 023   2.68 030   2.33  049    1.91
2023-02-19 012 0112 Oregon - Pick 4 10pm                      NA 023   2.68 030   2.33  049    1.91
2023-02-19 012 0112 South Carolina - Pick 4 Evening           NA 023   2.68 030   2.33  049    1.91
2023-02-19 179 1799 Delaware - Play 4 Night                   07 016   1.87 025   1.94  053    2.06
2023-02-19 236 2336 New Jersey - Pick 4 Midday                56 018   2.10 029   2.26  047    1.83
2023-02-19 246 2466 Atlantic Canada - Lotto 4                 37 021   2.45 027   2.10  050    1.94
2023-02-19 249 2449 Connecticut - Play 4 Day                  36 021   2.45 033   2.57  060    2.33
2023-02-19 379 3779 Virginia - Pick 4 Day                     43 019   2.22 031   2.41  053    2.06
2023-02-19 679 6679 Wisconsin - Pick 4 Midday                 32 017   1.98 031   2.41  046    1.79
2023-02-20 013 0133 Tennessee - Cash 4 Evening                NA 019   2.22 026   2.02  050    1.94
2023-02-20 016 0116 Iowa - Pick 4 Midday                      NA 025   2.92 031   2.41  055    2.14
2023-02-20 018 0018 Texas - Daily 4 Night                     NA 023   2.68 034   2.64  061    2.37
2023-02-20 028 0028 Tennessee - Cash 4 Morning                NA 017   1.98 033   2.57  054    2.10
2023-02-20 038 0038 New Jersey - Pick 4 Evening               NA 021   2.45 030   2.33  058    2.26
2023-02-20 038 0388 Texas - Daily 4 Morning                   NA 021   2.45 030   2.33  058    2.26
2023-02-20 067 0067 Tri-State (ME, NH & VT) - Pick 4 Day      NA 019   2.22 027   2.10  050    1.94
2023-02-20 245 2245 Tennessee - Cash 4 Midday                 12 013   1.52 031   2.41  052    2.02
2023-02-20 246 2246 Puerto Rico - Pega 4 Noche                10 021   2.45 027   2.10  050    1.94
2023-02-20 348 3488 New Mexico - Pick 4 Evening               06 015   1.75 026   2.02  038    1.48
2023-02-20 456 4566 Illinois - Pick 4 Midday                  42 022   2.57 030   2.33  052    2.02
2023-02-20 457 4577 Virginia - Pick 4 Day                     37 024   2.80 035   2.72  054    2.10
2023-02-21 012 0112 Ohio - Pick 4 Midday                      NA 023   2.68 030   2.33  049    1.91
2023-02-21 018 0118 Oregon - Pick 4 10pm                      NA 023   2.68 034   2.64  061    2.37
2023-02-21 023 0223 Texas - Daily 4 Evening                   NA 013   1.52 023   1.79  052    2.02
2023-02-21 027 0227 New York - Win 4 Evening                  NA 020   2.33 029   2.26  051    1.98
2023-02-21 028 0028 Connecticut - Play 4 Night                NA 017   1.98 033   2.57  054    2.10
2023-02-21 028 0228 Tennessee - Cash 4 Morning                NA 017   1.98 033   2.57  054    2.10
2023-02-21 029 0299 Michigan - Daily 4 Evening                NA 019   2.22 030   2.33  053    2.06
2023-02-21 059 0559 Idaho - Pick 4 Day                        NA 019   2.22 031   2.41  047    1.83
2023-02-21 129 1299 Western Canada - Pick 4                   02 025   2.92 029   2.26  045    1.75
2023-02-21 135 1335 Ohio - Pick 4 Evening                     17 023   2.68 030   2.33  051    1.98
2023-02-21 169 1169 Delaware - Play 4 Day                     20 018   2.10 031   2.41  056    2.18
2023-02-21 238 2388 Pennsylvania - Pick 4 Day                 40 019   2.22 030   2.33  047    1.83
2023-02-21 239 2339 Idaho - Pick 4 Night                      24 014   1.63 023   1.79  052    2.02
2023-02-21 239 2339 Texas - Daily 4 Day                       14 014   1.63 023   1.79  052    2.02
2023-02-21 389 3389 California - Daily 4                      46 019   2.22 031   2.41  057    2.22
2023-02-21 456 4556 Illinois - Pick 4 Evening                 04 022   2.57 030   2.33  052    2.02
2023-02-21 679 6779 Michigan - Daily 4 Midday                 44 017   1.98 031   2.41  046    1.79
2023-02-21 789 7889 Tri-State (ME, NH & VT) - Pick 4 Day      26 021   2.45 031   2.41  061    2.37
2023-02-22 012 0122 Georgia - Cash 4 Midday                   NA 023   2.68 030   2.33  049    1.91
2023-02-22 023 0233 Arkansas - Cash 4 Midday                  NA 013   1.52 023   1.79  052    2.02
2023-02-22 025 0025 Tennessee - Cash 4 Midday                 NA 019   2.22 025   1.94  049    1.91
2023-02-22 027 0027 Tennessee - Cash 4 Evening                NA 020   2.33 029   2.26  051    1.98
2023-02-22 029 0029 Florida - Pick 4 Midday                   NA 019   2.22 030   2.33  053    2.06
2023-02-22 029 0229 Michigan - Daily 4 Evening                NA 019   2.22 030   2.33  053    2.06
2023-02-22 146 1466 Indiana - Daily 4 Evening                 57 018   2.10 025   1.94  055    2.14
2023-02-22 179 1779 Delaware - Play 4 Day                     59 016   1.87 025   1.94  053    2.06
2023-02-22 179 1799 Idaho - Pick 4 Day                        20 016   1.87 025   1.94  053    2.06
2023-02-22 236 2366 Michigan - Daily 4 Midday                 33 018   2.10 029   2.26  047    1.83
2023-02-22 238 2238 Ontario - Pick 4 Midday                   10 019   2.22 030   2.33  047    1.83
2023-02-22 245 2455 Texas - Daily 4 Evening                   02 013   1.52 031   2.41  052    2.02
2023-02-22 279 2279 Kentucky - Pick 4 Evening                 30 020   2.33 025   1.94  043    1.67
2023-02-22 389 3389 Iowa - Pick 4 Midday                      09 019   2.22 031   2.41  057    2.22
2023-02-22 457 4457 Washington, D.C. - DC-4 7:50pm            68 024   2.80 035   2.72  054    2.10
2023-02-22 589 5889 Pennsylvania - Pick 4 Day                 76 014   1.63 026   2.02  054    2.10
2023-02-22 679 6779 Massachusetts - Numbers Game Evening      61 017   1.98 031   2.41  046    1.79
2023-02-23 023 0223 Virginia - Pick 4 Night                   NA 013   1.52 023   1.79  052    2.02
2023-02-23 024 0244 Kentucky - Pick 4 Midday                  NA 015   1.75 024   1.87  052    2.02
2023-02-23 024 0244 Pennsylvania - Pick 4 Day                 NA 015   1.75 024   1.87  052    2.02
2023-02-23 048 0048 Michigan - Daily 4 Midday                 NA 021   2.45 031   2.41  059    2.29
2023-02-23 059 0599 Missouri - Pick 4 Midday                  NA 019   2.22 031   2.41  047    1.83
2023-02-23 078 0778 Tri-State (ME, NH & VT) - Pick 4 Day      NA 018   2.10 024   1.87  038    1.48
2023-02-23 146 1446 Ontario - Pick 4 Evening                  19 018   2.10 025   1.94  055    2.14
2023-02-23 179 1779 Puerto Rico - Pega 4 Día                  25 016   1.87 025   1.94  053    2.06
2023-02-23 249 2449 New Mexico - Pick 4 Evening               52 021   2.45 033   2.57  060    2.33
2023-02-23 249 2449 Oregon - Pick 4 10pm                      32 021   2.45 033   2.57  060    2.33
2023-02-23 279 2779 New York - Win 4 Midday                   61 020   2.33 025   1.94  043    1.67
2023-02-23 357 3357 Connecticut - Play 4 Night                52 020   2.33 030   2.33  059    2.29
2023-02-23 359 3599 Ontario - Pick 4 Midday                   18 027   3.15 036   2.80  059    2.29
2023-02-23 389 3899 Tennessee - Cash 4 Evening                02 019   2.22 031   2.41  057    2.22
2023-02-23 567 5667 Georgia - Cash 4 Midday                   51 019   2.22 028   2.18  043    1.67
2023-02-23 567 5567 Idaho - Pick 4 Day                        01 019   2.22 028   2.18  043    1.67
2023-02-23 567 5667 South Carolina - Pick 4 Midday            35 019   2.22 028   2.18  043    1.67
2023-02-23 567 5667 Texas - Daily 4 Evening                   23 019   2.22 028   2.18  043    1.67
2023-02-23 589 5889 Tennessee - Cash 4 Morning                02 014   1.63 026   2.02  054    2.10
2023-02-23 689 6689 Missouri - Pick 4 Evening                 29 024   2.80 034   2.64  055    2.14
2023-02-24 027 0277 Kentucky - Pick 4 Evening                 NA 020   2.33 029   2.26  051    1.98
2023-02-24 046 0046 Indiana - Daily 4 Midday                  NA 018   2.10 023   1.79  048    1.87
2023-02-24 059 0599 Missouri - Pick 4 Midday                  NA 019   2.22 031   2.41  047    1.83
2023-02-24 067 0677 Texas - Daily 4 Evening                   NA 019   2.22 027   2.10  050    1.94
2023-02-24 129 1299 California - Daily 4                      44 025   2.92 029   2.26  045    1.75
2023-02-24 129 1299 Georgia - Cash 4 Evening                  16 025   2.92 029   2.26  045    1.75
2023-02-24 145 1445 Ontario - Pick 4 Midday                   26 014   1.63 026   2.02  049    1.91
2023-02-24 167 1667 Québec - Quotidienne 4                    05 020   2.33 029   2.26  053    2.06
2023-02-24 236 2366 Atlantic Canada - Lotto 4                 21 018   2.10 029   2.26  047    1.83
2023-02-24 236 2366 Massachusetts - Numbers Game Evening      66 018   2.10 029   2.26  047    1.83
2023-02-24 246 2246 Oregon - Pick 4 4pm                       21 021   2.45 027   2.10  050    1.94
2023-02-24 249 2499 Ohio - Pick 4 Evening                     25 021   2.45 033   2.57  060    2.33
2023-02-24 257 2557 Tri-State (ME, NH & VT) - Pick 4 Day      12 012   1.40 021   1.63  052    2.02
2023-02-24 279 2799 Washington, D.C. - DC-4 1:50pm            35 020   2.33 025   1.94  043    1.67
2023-02-24 567 5677 Oregon - Pick 4 7pm                       16 019   2.22 028   2.18  043    1.67
2023-02-24 589 5589 Massachusetts - Numbers Game Midday       16 014   1.63 026   2.02  054    2.10
2023-02-24 589 5889 North Carolina - Pick 4 Evening           48 014   1.63 026   2.02  054    2.10
2023-02-25 018 0118 Florida - Pick 4 Evening                  NA 023   2.68 034   2.64  061    2.37
2023-02-25 025 0255 New Jersey - Pick 4 Midday                NA 019   2.22 025   1.94  049    1.91
2023-02-25 038 0388 Missouri - Pick 4 Midday                  NA 021   2.45 030   2.33  058    2.26
2023-02-25 046 0446 Atlantic Canada - Lotto 4                 NA 018   2.10 023   1.79  048    1.87
2023-02-25 048 0448 Florida - Pick 4 Midday                   NA 021   2.45 031   2.41  059    2.29
2023-02-25 067 0067 Ontario - Pick 4 Evening                  NA 019   2.22 027   2.10  050    1.94
2023-02-25 129 1229 Tri-State (ME, NH & VT) - Pick 4 Day      07 025   2.92 029   2.26  045    1.75
2023-02-25 238 2338 Arkansas - Cash 4 Evening                 07 019   2.22 030   2.33  047    1.83
2023-02-25 257 2257 Arkansas - Cash 4 Midday                  37 012   1.40 021   1.63  052    2.02
2023-02-25 345 3345 Oregon - Pick 4 7pm                       38 019   2.22 028   2.18  051    1.98
2023-02-25 345 3455 Wisconsin - Pick 4 Evening                50 019   2.22 028   2.18  051    1.98
